"","Live","PTT","蘋果","中時","中央社","東森","自由","新頭殼","NowNews","聯合","TVBS","中廣","台視","華視","民視"
"為人",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"致詞",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"要職",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"軍醫",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"飛龍",0,0,3,0,3,0,0,0,0,6,0,0,0,0,0
"家事",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"時局",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"時序",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"校規",0,0,3,0,0,0,0,0,0,4,0,0,0,0,0
"桃李",0,0,3,0,0,0,4,0,0,0,0,0,0,0,0
"疾病",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"祖父母",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"高息",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"基期",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"晚飯",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"晨光",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"現貨",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"現職",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"眼圈",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"第一夫人",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"雪梨",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"媒介",0,0,3,0,0,0,3,0,0,0,0,0,0,0,0
"期貨",0,0,3,0,0,0,0,0,0,0,0,0,0,5,0
"窘境",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"視覺",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"傳播學",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"幹事長",0,0,3,4,0,0,0,0,0,5,0,0,0,0,0
"義舉",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"電風扇",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"電器",0,0,3,0,0,0,0,0,0,0,0,0,0,0,5
"慢性病",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"滿身",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"遠近",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"彈藥",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"數位",0,0,3,0,4,0,0,0,0,0,0,0,0,0,0
"課題",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"論著",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"歷史學",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"翻版",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"舊地",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"新高",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"夫人",0,0,0,7,0,3,0,0,6,0,6,0,3,0,3
"書法",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"校慶",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"餐飲業",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"住宅",0,0,0,6,3,4,0,0,3,0,0,0,0,0,0
"首季",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"神話",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"油漬",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"股利",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"董事會",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"體質",0,0,0,5,0,0,0,0,0,3,0,0,0,0,0
"友誼",0,0,0,4,0,4,0,0,3,0,0,0,0,0,0
"全年",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"年度",0,0,0,4,0,0,0,0,0,4,0,0,0,0,0
"吳江",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"狂飆",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"乳酪",0,0,0,4,0,26,8,0,10,0,6,0,0,0,0
"刷子",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"社評",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"股價",0,0,0,4,3,0,0,0,0,3,0,0,0,0,0
"政府部門",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"教育局",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"勞資",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"操場",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"機組",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"歷年",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"燃料",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"螳螂",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"顧問團",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"夫婦",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"方子",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"半導體",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"合議制",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"因子",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"成交量",0,0,0,3,0,0,0,0,0,0,0,0,0,3,0
"花冠",0,0,0,3,0,0,5,0,0,0,0,0,0,0,0
"虎尾",0,0,0,3,0,0,3,0,0,0,0,0,0,0,6
"保人",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"研究院",0,0,0,3,0,3,0,0,0,4,0,0,0,0,0
"重心",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"套服",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"家業",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"核電廠",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"泰銖",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"酒精",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"雄心",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"腦溢血",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"聯展",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"癥結",0,0,0,3,0,0,0,0,0,5,0,0,0,0,0
"辯護律師",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"變數",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"產權",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"與會者",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"專電",0,0,0,0,5,0,0,0,0,3,0,0,0,0,0
"交通部",0,0,0,0,4,0,0,0,0,4,0,0,0,0,0
"賽事",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"光華",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"光電子",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"系列賽",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"供需",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"供應商",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"青少年",0,0,0,0,3,0,5,0,0,3,4,0,0,0,0
"活力",0,0,0,0,3,3,0,0,0,0,4,0,0,0,0
"飛碟",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"參賽者",0,0,0,0,3,0,0,0,0,3,0,0,0,0,0
"發球權",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"黃杉",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"漲幅",0,0,0,0,3,0,0,0,0,3,0,0,0,0,0
"監事會",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"審判長",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"觀察家",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"圖集",0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
"茶葉蛋",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
"花園",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"美食",0,0,0,0,0,10,0,0,0,0,0,0,0,3,0
"沙漠",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"月份",0,0,0,0,0,7,0,0,0,0,7,0,0,5,0
"法例",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"洗衣店",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"攤位",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"臭豆腐",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"礦泉水",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"大盤",0,0,0,0,0,5,0,0,0,5,0,0,0,4,0
"胎記",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"集鎮",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"價差",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"上圖",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"口感",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"水電",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"奶油",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"皮質",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"冰淇淋",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"多頭",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"年報",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"男裝",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"長龍",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"急性",0,0,0,0,0,4,0,0,0,0,4,0,0,0,0
"香橙",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"通緝犯",0,0,0,0,0,4,3,0,0,0,4,0,0,0,0
"短大衣",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"腎上腺",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"澱粉",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"獨門",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"聯誼會",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"櫃台",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"子房",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"左圖",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"收發室",0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
"形狀",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"戒指",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"佳人",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"旺季",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"法律學",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"麻將",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"歡聲",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"專區",0,0,0,0,0,0,234,0,0,0,0,0,0,0,0
"藝術家",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"便條",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"徒刑",0,0,0,0,0,0,6,0,3,0,0,0,0,0,0
"校門",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"牆角",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"文人",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"文治",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"災害",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"面目",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"高血壓",0,0,0,0,0,0,4,0,0,3,0,0,0,0,0
"聘書",0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
"僕人",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"圖文",0,0,0,0,0,0,4,0,4,0,0,0,0,69,0
"鎮長",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"顧客",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"太極拳",0,0,0,0,0,0,3,0,0,4,0,0,0,0,0
"文學家",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"日夜",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"水利",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"古裝",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"外傷",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"市集",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"有線電視",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"事假",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"珊瑚",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"拳腳",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"特派員",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"淚眼",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"曾孫",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"跌幅",0,0,0,0,0,0,3,0,3,9,0,0,0,0,0
"幹事",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"腰桿",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"熱潮",0,0,0,0,0,0,3,0,0,3,0,0,0,0,0
"編譯",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"衛生局",0,0,0,0,0,0,3,0,6,9,0,0,0,6,0
"學術界",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"謝意",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"護城河",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"社會黨",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"黃帝",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"藝術品",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"水溝",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"平價",0,0,0,0,0,0,0,0,3,0,5,0,0,0,0
"病況",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"插曲",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"傷寒",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"副傷寒",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"內資",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"病例",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"商學院",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"轄區",0,0,0,0,0,0,0,0,0,5,3,0,0,0,0
"藍天",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"王冠",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"係數",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"研討會",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"家鄉話",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"核子",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"著作",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"繪畫",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"大隊長",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"母子",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"系統性",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"定見",0,0,0,0,0,0,0,0,0,3,0,3,0,0,0
"門診",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"為政者",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"酒會",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"高峰",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"終場",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"博士生",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"樂譜",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"靜態",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"腦瘤",0,0,0,0,0,0,0,0,0,0,7,3,0,0,0
"樂園",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"嫌犯",0,0,0,0,0,0,0,0,0,0,6,0,0,6,0
"酒店",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"影城",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"使命感",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"命題",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"唱片",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"戲院",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"內人",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"吸血鬼",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"亞軍",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"球隊",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"盛舉",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"圍巾",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"影壇",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"賣家",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"學堂",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"內涵",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"飲水",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"房東",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"行李箱",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"新月",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"水位",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"命案",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"大漢",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"太陽能",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"百分點",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"初值",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"房客",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"頁岩",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"工場",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"元素",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"水利局",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"菜單",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"新股",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"電廠",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"廠家",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"確定性",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"蕃茄",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"總和",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"簡報",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"網球",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"果汁",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"國手",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"電工",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"紙張",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"停車場",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"二氧化碳",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"分會",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"手工",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"生產線",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
